book_order,book,chapter,verse,reference,syriac
1,Genesis,3,5,Genesis 3:5,ארי גלי קדם יי ארי ביומא דתיכלון מנה ויתפתחן עיניכון ותהון כרברבין חכימין בין טב לביש:
1,Genesis,3,6,Genesis 3:6,וחזת אתתא ארי טב אילן למיכל וארי אסי הוא לעינין ומרגג אילנא לאסתכלא בה ונסיבת מאבה ואכלת ויהבת אף לבעלה עמה ואכל:
1,Genesis,3,7,Genesis 3:7,ואתפתחא עיני תרויהון וידעו ארי ערטילאין אינון וחטיטו להון טרפי תאנין ועבדו להון זרזין:
1,Genesis,3,8,Genesis 3:8,ושמעו ית קל מימרא דיי אלהים מהלך בגינתא למנח יומא ואיטמר אדם ואתתה מן קדם יי אלהים בגו אילן גינתא:
1,Genesis,3,9,Genesis 3:9,וקרא יי אלהים לאדם ואמר לה אן את:
1,Genesis,3,10,Genesis 3:10,ואמר ית קל מימרך שמעית בגינתא ודחילית ארי ערטילאי אנא ואיטמרית:
1,Genesis,3,11,Genesis 3:11,ואמר מן חוי לך ארי ערטילאי את המן אילנא דפקדתך בדיל דלא למיכל מנה אכלת:
1,Genesis,3,12,Genesis 3:12,ואמר האדם אתתא דיהבת עמי היא יהבת לי מן אילנא ואכלית:
1,Genesis,3,13,Genesis 3:13,ואמר יי אלהים לאתתא מה דא עבדת ואמרת אתתא חויא אטעיני ואכלית:
1,Genesis,3,14,Genesis 3:14,ואמר יי אלהים לחויא ארי עבדת דא ליט את מכל בעירא ומכל חות ברא על מעך תיזיל ועפרא תיכול כל יומי חייך:
1,Genesis,3,15,Genesis 3:15,ודבבו אשוי בינך ובין אתתא ובין בנך ובין בנהה הוא יהי דכיר לך מה דעבדת לה מלקדמין ואת תהא נטיר לה לסופא:
1,Genesis,3,16,Genesis 3:16,לאתתא אמר אסגאה אסגי צעריכי ועדוייכי בצער תלדי בנין ולות בעלך תהא תאובתיך והוא ישלט בך:
1,Genesis,3,17,Genesis 3:17,ולאדם אמר ארי קבילת למימר אתתך ואכלת מן אילנא די פקידתך למימר לא תיכול מנה ליטא ארעא בדילך בעמל תיכלינה כל יומי חייך:
1,Genesis,3,18,Genesis 3:18,וכובין ואטדין תצמח לך ותיכול ית עסבא דחקלא:
1,Genesis,3,19,Genesis 3:19,בזעתא דאפך תיכול לחמא עד דתיתוב לארעא דמנה אתבריתא ארי עפרא את ולעפרא תתוב:
1,Genesis,3,20,Genesis 3:20,וקרא אדם שום אתתה חוה ארי היא הות אמא דכל בני אנשא:
1,Genesis,3,21,Genesis 3:21,ועבד יי אלהים לאדם ולאתתה לבושין דיקר על משך בשריהון ואלבישינון:
1,Genesis,3,22,Genesis 3:22,ואמר יי אלהים הא אדם הוה יחידי בעלמא מנה למידע טב וביש וכען דילמא יושיט ידה ויסב אף מאילן חייא ויכול ויחי לעלם:
1,Genesis,3,23,Genesis 3:23,ושלחה יי אלהים מגינתא דעדן למפלח ית אדמתא דאתברי מתמן:
1,Genesis,3,24,Genesis 3:24,ותרך ית אדם ואשרי מלקדמין לגינתא דעדן ית כרוביא וית שנן חרבא דמתהפכא למיטר ית אורח אילן חייא:
1,Genesis,4,1,Genesis 4:1,ואדם ידע ית חוה אתתה ועדיאת וילידת ית קין ואמרת קניתי גברא קדם יי:
1,Genesis,4,2,Genesis 4:2,ואוסיפת למילד ית אחוהי ית הבל והוה הבל רעי ענא וקין הוה פלח בארעא:
1,Genesis,4,3,Genesis 4:3,והוה מסוף יומין ואיתי קין מאבא דארעא תקרובתא קדם יי:
1,Genesis,4,4,Genesis 4:4,והבל איתי אף הוא מבכירי ענה ומשמנהון והות רעוא מן קדם יי בהבל ובקורבנה:
1,Genesis,4,5,Genesis 4:5,ובקין ובקורבנה לא הות רעוא ותקף לקין לחדא ואתכבישו אפוהי:
1,Genesis,4,6,Genesis 4:6,ואמר יי לקין למא תקיף לך ולמא אתכבישו אפיך:
